"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1765200214581817708","Wed Mar 06 02:18:21 +0000 2024","21767"," CODE REDEEM OJOL THE GAME SPECIAL 10JUTA DOWNLOAD: PASS10M. BURUAN YAA TERBATAS! https://t.co/7alaXXZm9X","1765200214581817708","https://pbs.twimg.com/media/GH9APEHbkAAUBwI.jpg","","in","","1340","1926","932","https://x.com/convomf/status/1765200214581817708","1314975287294083073","convomf"
"1764539435008602125","Mon Mar 04 06:32:39 +0000 2024","714"," skwkw lucu banget orang luar sampe ikutan download the ojol game https://t.co/EuZUBSU1U5","1764539435008602125","https://pbs.twimg.com/media/GHznQorbsAAjfnf.jpg","","in","","1","3","10","https://x.com/convomf/status/1764539435008602125","1314975287294083073","convomf"
"1766075973475447191","Fri Mar 08 12:18:18 +0000 2024","4105","CW // Ojol The Game AHAHAHA pamer dlus dapet orderan sejuta gess wkwk sp mau ak ajarin https://t.co/XAyNRj8n00","1766075973475447191","https://pbs.twimg.com/media/GIJcu_NasAAj2On.jpg","","in","","73","226","102","https://x.com/convomf/status/1766075973475447191","1314975287294083073","convomf"
"1764489914614497659","Mon Mar 04 03:15:52 +0000 2024","17254"," cw // ojol the game macam-macam ojol a thread https://t.co/R1ebVPqM49","1764489914614497659","https://pbs.twimg.com/media/GHy6OIhagAAVY4Z.jpg","","in","Indonesia","375","1381","1191","https://x.com/tanyakanrl/status/1764489914614497659","1331650559518990336","tanyakanrl"
"1763860080297148902","Sat Mar 02 09:33:08 +0000 2024","35985","pov: lo pertama kali main ojol the game. -rl https://t.co/ozCXQkmRFb","1763860080297148902","https://pbs.twimg.com/amplify_video_thumb/1763519742613331968/img/5FuUYidEXidUjILL.jpg","","in","DKI Jakarta, Indonesia","1888","1037","6867","https://x.com/ssefnum/status/1763860080297148902","1331620633726259200","ssefnum"
"1774328920785273002","Sun Mar 31 06:52:34 +0000 2024","16554"," COY OJOL THE GAME BAKAL BISA MABAR?????? GAK SABAR https://t.co/PaG73wn34h","1774328920785273002","https://pbs.twimg.com/media/GJ-uv53aAAAwCpX.jpg","","in","Indonesia","675","885","603","https://x.com/tanyakanrl/status/1774328920785273002","1331650559518990336","tanyakanrl"
"1775476205900402878","Wed Apr 03 10:51:28 +0000 2024","1093","OJOL THE GAME SEKARANG LEBIH KEREN GUYS LEBIH REALISTIS ADA HUJANNYA + BISA MABARRRRR https://t.co/gjqeXqkzFH","1775476205900402878","https://pbs.twimg.com/media/GKPCMwCaEAEgF--.jpg","","in","Indonesia","18","54","29","https://x.com/tanyakanrl/status/1775476205900402878","1331650559518990336","tanyakanrl"
"1763203287409696951","Thu Feb 29 14:03:17 +0000 2024","5"," Fess kenapa ya aku main game the ojol kok pohonnya kelap kelip gitu grafisnya https://t.co/sXG1UHWIu7","1763203287409696951","https://pbs.twimg.com/media/GHgoCiZagAAOrRT.jpg","","in","","0","3","1","https://x.com/convomf/status/1763203287409696951","1314975287294083073","convomf"
"1766059041724432884","Fri Mar 08 11:11:01 +0000 2024","80"," siapa mw masuk gc wa ojol the game ini ntr kita bagi bagi k0de redeem sm pamer moge vesmet dan ipon https://t.co/j98J6SF0jF","1766059041724432884","https://pbs.twimg.com/media/GIJNVhDaYAAjKnW.jpg","","in","","3","153","6","https://x.com/convomf/status/1766059041724432884","1314975287294083073","convomf"
"1765284226688233712","Wed Mar 06 07:52:11 +0000 2024","8"," cw / / ojol the game horror katanya disini tempat nongkrongnya mbak k daritadi gua udah nunggu disini kenapa mbak k kaga muncul-muncul bjir?? TUTOR DONG BIAR BISA KETEMU MBAK K GIMANA??? https://t.co/tp9LZ2zHyq","1765284226688233712","https://pbs.twimg.com/media/GH-MpQmbgAASgnH.jpg","","in","","0","6","0","https://x.com/convomf/status/1765284226688233712","1314975287294083073","convomf"
